,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
5273,warnelo01,1936,1,CHN,NL,40,84,9,17,1,0,1,5,0,,2,9,,2,10,,4,5,N,Lon Warneke
5398,warnelo01,1937,1,SLN,NL,36,80,10,21,3,0,0,10,0,,7,12,,0,6,,2,5,N,Lon Warneke
5519,warnelo01,1938,1,SLN,NL,31,71,5,23,3,0,0,6,0,,2,7,,0,3,,2,5,N,Lon Warneke
5641,warnelo01,1939,1,SLN,NL,34,52,4,10,3,0,0,8,0,,4,7,,1,6,,3,5,N,Lon Warneke
5766,warnelo01,1940,1,SLN,NL,33,86,6,18,2,0,1,13,0,,5,24,,0,7,,4,5,N,Lon Warneke
5893,warnelo01,1941,1,SLN,NL,37,77,6,9,0,0,0,4,0,,11,18,,0,8,,3,5,N,Lon Warneke
6008,warnelo01,1942,1,SLN,NL,12,30,2,10,0,0,0,3,0,,3,4,,0,3,,0,5,N,Lon Warneke
6009,warnelo01,1942,2,CHN,NL,15,32,1,6,0,0,0,1,0,,0,5,,0,2,,2,5,N,Lon Warneke
6100,warnelo01,1943,1,CHN,NL,21,26,2,5,1,0,0,0,1,,5,6,,0,1,,1,5,N,Lon Warneke
6255,warnelo01,1945,1,CHN,NL,9,2,1,0,0,0,0,0,0,,1,0,,0,0,,0,5,N,Lon Warneke
12425,smithlo01,1978,1,PHI,NL,17,4,6,0,0,0,0,0,4,0,4,3,0,0,0,0,0,1,N,Lonnie Smith
12691,smithlo01,1979,1,PHI,NL,17,30,4,5,2,0,0,3,2,1,1,7,0,0,0,0,0,1,N,Lonnie Smith
12947,smithlo01,1980,1,PHI,NL,100,298,69,101,14,4,3,20,33,13,26,48,2,4,1,2,5,1,N,Lonnie Smith
13201,smithlo01,1981,1,PHI,NL,62,176,40,57,14,3,2,11,21,10,18,14,1,5,3,0,1,1,N,Lonnie Smith
13464,smithlo01,1982,1,SLN,NL,156,592,120,182,35,8,8,69,68,26,64,74,2,9,3,4,11,1,N,Lonnie Smith
13714,smithlo01,1983,1,SLN,NL,130,492,83,158,31,5,8,45,43,18,41,55,2,9,1,4,11,1,N,Lonnie Smith
13959,smithlo01,1984,1,SLN,NL,145,504,77,126,20,4,6,49,50,13,70,90,0,9,3,4,7,1,N,Lonnie Smith
14198,smithlo01,1985,1,SLN,NL,28,96,15,25,2,2,0,7,12,6,15,20,0,3,1,0,2,1,N,Lonnie Smith
14199,smithlo01,1985,2,KCA,AL,120,448,77,115,23,4,6,41,40,7,41,69,0,4,0,5,2,1,N,Lonnie Smith
14443,smithlo01,1986,1,KCA,AL,134,508,80,146,25,7,8,44,26,9,46,78,0,10,2,2,10,1,N,Lonnie Smith
14688,smithlo01,1987,1,KCA,AL,48,167,26,42,7,1,3,8,9,4,24,31,0,4,0,2,1,1,N,Lonnie Smith
14922,smithlo01,1988,1,ATL,NL,43,114,14,27,3,0,3,9,4,2,10,25,0,0,0,1,0,1,N,Lonnie Smith
15157,smithlo01,1989,1,ATL,NL,134,482,89,152,34,4,21,79,25,12,76,95,3,11,1,7,7,1,N,Lonnie Smith
15387,smithlo01,1990,1,ATL,NL,135,466,72,142,27,9,9,42,10,10,58,69,3,6,1,6,2,1,N,Lonnie Smith
15612,smithlo01,1991,1,ATL,NL,122,353,58,97,19,1,7,44,9,5,50,64,3,9,2,2,4,1,N,Lonnie Smith
15846,smithlo01,1992,1,ATL,NL,84,158,23,39,8,2,6,33,4,0,17,37,1,3,0,4,1,1,N,Lonnie Smith
16088,smithlo01,1993,1,PIT,NL,94,199,35,57,5,4,6,24,9,4,43,42,2,5,3,2,3,1,N,Lonnie Smith
16089,smithlo01,1993,2,BAL,AL,9,24,8,5,1,0,2,3,0,0,8,10,0,0,0,0,0,1,N,Lonnie Smith
16321,smithlo01,1994,1,BAL,AL,35,59,13,12,3,0,0,2,1,0,11,18,0,1,0,1,2,1,N,Lonnie Smith
5416,boudrlo01,1938,1,CLE,AL,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,,,12,Y,Lou Boudreau
5535,boudrlo01,1939,1,CLE,AL,53,225,42,58,15,4,0,19,2,1,28,24,,0,3,,5,12,Y,Lou Boudreau
5658,boudrlo01,1940,1,CLE,AL,155,627,97,185,46,10,9,101,6,3,73,39,,2,4,,23,12,Y,Lou Boudreau
5781,boudrlo01,1941,1,CLE,AL,148,579,95,149,45,8,10,56,9,4,85,57,,3,14,,11,12,Y,Lou Boudreau
5908,boudrlo01,1942,1,CLE,AL,147,506,57,143,18,10,2,58,7,16,75,39,,4,19,,12,12,Y,Lou Boudreau
6021,boudrlo01,1943,1,CLE,AL,152,539,69,154,32,7,3,67,4,7,90,31,,0,20,,12,12,Y,Lou Boudreau
6106,boudrlo01,1944,1,CLE,AL,150,584,91,191,45,5,3,67,11,3,73,39,,5,19,,10,12,Y,Lou Boudreau
6176,boudrlo01,1945,1,CLE,AL,97,345,50,106,24,1,3,48,0,4,35,20,,2,20,,9,12,Y,Lou Boudreau
6264,boudrlo01,1946,1,CLE,AL,140,515,51,151,30,6,6,62,6,7,40,14,,1,15,,11,12,Y,Lou Boudreau
6379,boudrlo01,1947,1,CLE,AL,150,538,79,165,45,3,4,67,1,0,67,10,,4,14,,9,12,Y,Lou Boudreau
6502,boudrlo01,1948,1,CLE,AL,152,560,116,199,34,6,18,106,3,2,98,9,,2,16,,15,12,Y,Lou Boudreau
6609,boudrlo01,1949,1,CLE,AL,134,475,53,135,20,3,4,60,0,1,70,10,,4,12,,19,12,Y,Lou Boudreau
6726,boudrlo01,1950,1,CLE,AL,81,260,23,70,13,2,1,29,1,2,31,5,,1,3,,9,12,Y,Lou Boudreau
6838,boudrlo01,1951,1,BOS,AL,82,273,37,73,18,1,5,47,1,0,30,12,,6,4,,10,12,Y,Lou Boudreau
6953,boudrlo01,1952,1,BOS,AL,4,2,1,0,0,0,0,2,0,0,0,0,,0,1,,0,12,Y,Lou Boudreau
8055,brocklo01,1961,1,CHN,NL,4,11,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,Y,Lou Brock
8188,brocklo01,1962,1,CHN,NL,123,434,73,114,24,7,9,35,16,7,35,96,4,3,0,5,5,1,Y,Lou Brock
8326,brocklo01,1963,1,CHN,NL,148,547,79,141,19,11,9,37,24,12,31,122,2,4,2,4,2,1,Y,Lou Brock
8493,brocklo01,1964,1,CHN,NL,52,215,30,54,9,2,2,14,10,3,13,40,0,2,1,0,3,1,Y,Lou Brock
8494,brocklo01,1964,2,SLN,NL,103,419,81,146,21,9,12,44,33,15,27,87,0,2,12,4,2,1,Y,Lou Brock
8694,brocklo01,1965,1,SLN,NL,155,631,107,182,35,8,16,69,63,27,45,116,6,10,11,0,2,1,Y,Lou Brock
8907,brocklo01,1966,1,SLN,NL,156,643,94,183,24,12,15,46,74,18,31,134,6,3,0,1,7,1,Y,Lou Brock
9127,brocklo01,1967,1,SLN,NL,159,689,113,206,32,12,21,76,52,18,24,109,6,6,2,3,6,1,Y,Lou Brock
9357,brocklo01,1968,1,SLN,NL,159,660,92,184,46,14,6,51,62,12,46,124,7,3,1,2,4,1,Y,Lou Brock
9594,brocklo01,1969,1,SLN,NL,157,655,97,195,33,10,12,47,53,14,50,115,15,2,2,1,2,1,Y,Lou Brock
9863,brocklo01,1970,1,SLN,NL,155,664,114,202,29,5,13,57,51,15,60,99,12,1,1,3,10,1,Y,Lou Brock
10141,brocklo01,1971,1,SLN,NL,157,640,126,200,37,7,7,61,64,19,76,107,5,1,1,2,5,1,Y,Lou Brock
10434,brocklo01,1972,1,SLN,NL,153,621,81,193,26,8,3,42,63,18,47,93,12,1,3,3,6,1,Y,Lou Brock
10742,brocklo01,1973,1,SLN,NL,160,650,110,193,29,8,7,63,70,20,71,112,15,0,1,5,9,1,Y,Lou Brock
11066,brocklo01,1974,1,SLN,NL,153,635,105,194,25,7,3,48,118,33,61,88,16,2,2,1,8,1,Y,Lou Brock
11384,brocklo01,1975,1,SLN,NL,136,528,78,163,27,6,3,47,56,16,38,64,6,3,3,0,7,1,Y,Lou Brock
11666,brocklo01,1976,1,SLN,NL,133,498,73,150,24,5,4,67,56,19,35,75,7,1,4,6,19,1,Y,Lou Brock
11948,brocklo01,1977,1,SLN,NL,141,489,69,133,22,6,2,46,35,24,30,74,2,2,0,0,6,1,Y,Lou Brock
12237,brocklo01,1978,1,SLN,NL,92,298,31,66,9,0,0,12,17,5,17,29,2,0,1,1,4,1,Y,Lou Brock
12496,brocklo01,1979,1,SLN,NL,120,405,56,123,15,4,5,38,21,12,23,43,1,3,0,5,7,1,Y,Lou Brock
790,crigelo01,1896,1,CL4,NL,2,5,0,0,0,0,0,0,1,,1,0,,0,0,,,6,N,Lou Criger
839,crigelo01,1897,1,CL4,NL,39,138,15,31,4,1,0,22,5,,23,,,1,3,,,6,N,Lou Criger
891,crigelo01,1898,1,CL4,NL,84,287,43,80,13,4,1,32,2,,40,,,5,6,,,6,N,Lou Criger
956,crigelo01,1899,1,SLN,NL,77,258,39,66,4,5,2,44,14,,28,,,2,6,,,6,N,Lou Criger
1027,crigelo01,1900,1,SLN,NL,80,288,31,78,8,6,2,38,5,,4,,,2,0,,,6,N,Lou Criger
1091,crigelo01,1901,1,BOS,AL,76,268,26,62,6,3,0,24,7,,11,,,3,6,,,6,N,Lou Criger
1170,crigelo01,1902,1,BOS,AL,83,266,32,68,16,6,0,28,7,,27,,,0,5,,,6,N,Lou Criger
1255,crigelo01,1903,1,BOS,AL,96,317,41,61,7,10,3,31,5,,26,,,1,14,,,6,N,Lou Criger
1335,crigelo01,1904,1,BOS,AL,98,299,34,63,10,5,2,34,1,,27,,,3,8,,,6,N,Lou Criger
1419,crigelo01,1905,1,BOS,AL,109,313,33,62,6,7,1,36,5,,54,,,3,7,,,6,N,Lou Criger
1509,crigelo01,1906,1,BOS,AL,7,17,0,3,1,0,0,1,1,,1,,,0,1,,,6,N,Lou Criger
1599,crigelo01,1907,1,BOS,AL,75,226,12,41,4,0,0,14,2,,19,,,2,10,,,6,N,Lou Criger
1697,crigelo01,1908,1,BOS,AL,84,237,12,45,4,2,0,25,1,,13,,,0,7,,,6,N,Lou Criger
1802,crigelo01,1909,1,SLA,AL,74,212,15,36,1,1,0,9,2,,25,,,1,12,,,6,N,Lou Criger
1903,crigelo01,1910,1,NYA,AL,27,69,3,13,2,0,0,4,0,,10,,,0,0,,,6,N,Lou Criger
2106,crigelo01,1912,1,SLA,AL,1,2,1,0,0,0,0,0,0,,0,,,0,0,,,6,N,Lou Criger
3373,gehrilo01,1923,1,NYA,AL,13,26,6,11,4,1,1,9,0,0,2,5,,0,1,,,2,Y,Lou Gehrig
3504,gehrilo01,1924,1,NYA,AL,10,12,2,6,1,0,0,5,0,0,1,3,,0,0,,,2,Y,Lou Gehrig
3639,gehrilo01,1925,1,NYA,AL,126,437,73,129,23,10,20,68,6,3,46,49,,2,12,,,2,Y,Lou Gehrig
3784,gehrilo01,1926,1,NYA,AL,155,572,135,179,47,20,16,112,6,5,105,73,,1,18,,,2,Y,Lou Gehrig
3923,gehrilo01,1927,1,NYA,AL,155,584,149,218,52,18,47,175,10,8,109,84,,3,21,,,2,Y,Lou Gehrig
4063,gehrilo01,1928,1,NYA,AL,154,562,139,210,47,13,27,142,4,11,95,69,,4,16,,,2,Y,Lou Gehrig
4206,gehrilo01,1929,1,NYA,AL,154,553,127,166,32,10,35,126,4,4,122,68,,5,12,,,2,Y,Lou Gehrig
4344,gehrilo01,1930,1,NYA,AL,154,581,143,220,42,17,41,174,12,14,101,63,,3,18,,,2,Y,Lou Gehrig
4488,gehrilo01,1931,1,NYA,AL,155,619,163,211,31,15,46,184,17,12,117,56,,0,2,,,2,Y,Lou Gehrig
4630,gehrilo01,1932,1,NYA,AL,156,596,138,208,42,9,34,151,4,11,108,38,,3,1,,,2,Y,Lou Gehrig
4775,gehrilo01,1933,1,NYA,AL,152,593,138,198,41,12,32,139,9,13,92,42,,1,1,,,2,Y,Lou Gehrig
4924,gehrilo01,1934,1,NYA,AL,154,579,128,210,40,6,49,165,9,5,109,31,,2,0,,,2,Y,Lou Gehrig
5070,gehrilo01,1935,1,NYA,AL,149,535,125,176,26,10,30,119,8,7,132,38,,5,0,,,2,Y,Lou Gehrig
5200,gehrilo01,1936,1,NYA,AL,155,579,167,205,37,7,49,152,3,4,130,46,,7,3,,,2,Y,Lou Gehrig
5328,gehrilo01,1937,1,NYA,AL,157,569,138,200,37,9,37,159,4,3,127,49,,4,0,,,2,Y,Lou Gehrig
5451,gehrilo01,1938,1,NYA,AL,157,576,115,170,32,6,29,114,6,1,107,75,,5,1,,,2,Y,Lou Gehrig
5566,gehrilo01,1939,1,NYA,AL,8,28,2,4,0,0,0,1,0,0,5,1,,0,0,,2,2,Y,Lou Gehrig
8608,pinielo01,1964,1,BAL,AL,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Lou Piniella
9500,pinielo01,1968,1,CLE,AL,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,N,Lou Piniella
9754,pinielo01,1969,1,KCA,AL,135,493,43,139,21,6,11,68,2,4,33,56,2,3,1,9,12,1,N,Lou Piniella
10035,pinielo01,1970,1,KCA,AL,144,542,54,163,24,5,11,88,3,6,35,42,6,2,2,5,15,1,N,Lou Piniella
10323,pinielo01,1971,1,KCA,AL,126,448,43,125,21,5,3,51,5,3,21,43,4,2,0,5,12,1,N,Lou Piniella
10621,pinielo01,1972,1,KCA,AL,151,574,65,179,33,4,11,72,7,2,34,59,9,8,4,4,25,1,N,Lou Piniella
10946,pinielo01,1973,1,KCA,AL,144,513,53,128,28,1,9,69,5,7,30,65,7,2,3,5,22,1,N,Lou Piniella
11264,pinielo01,1974,1,NYA,AL,140,518,71,158,26,0,9,70,1,8,32,58,7,2,4,11,18,1,N,Lou Piniella
11559,pinielo01,1975,1,NYA,AL,74,199,7,39,4,1,0,22,0,0,16,22,3,3,0,3,13,1,N,Lou Piniella
11840,pinielo01,1976,1,NYA,AL,100,327,36,92,16,6,3,38,0,1,18,34,8,2,3,1,4,1,N,Lou Piniella
12129,pinielo01,1977,1,NYA,AL,103,339,47,112,19,3,12,45,2,2,20,31,3,1,5,4,12,1,N,Lou Piniella
12401,pinielo01,1978,1,NYA,AL,130,472,67,148,34,5,6,69,3,1,34,36,8,2,4,1,12,1,N,Lou Piniella
12659,pinielo01,1979,1,NYA,AL,130,461,49,137,22,2,11,69,3,2,17,31,6,2,3,8,17,1,N,Lou Piniella
12919,pinielo01,1980,1,NYA,AL,116,321,39,92,18,0,2,27,0,2,29,20,5,0,2,3,17,1,N,Lou Piniella
13167,pinielo01,1981,1,NYA,AL,60,159,16,44,9,0,5,18,0,1,13,9,4,0,2,0,7,1,N,Lou Piniella
13433,pinielo01,1982,1,NYA,AL,102,261,33,80,17,1,6,37,0,1,18,18,6,1,2,1,12,1,N,Lou Piniella
13682,pinielo01,1983,1,NYA,AL,53,148,19,43,9,1,2,16,1,1,11,12,3,1,0,0,4,1,N,Lou Piniella
13923,pinielo01,1984,1,NYA,AL,29,86,8,26,4,1,1,6,0,0,7,5,1,0,0,0,7,1,N,Lou Piniella
12197,whitalo01,1977,1,DET,AL,11,32,5,8,1,0,0,2,2,2,4,6,0,0,1,0,0,1,N,Lou Whitaker
12462,whitalo01,1978,1,DET,AL,139,484,71,138,12,7,3,58,7,7,61,65,0,1,13,8,9,1,N,Lou Whitaker
12732,whitalo01,1979,1,DET,AL,127,423,75,121,14,8,3,42,20,10,78,66,2,1,14,4,10,1,N,Lou Whitaker
12986,whitalo01,1980,1,DET,AL,145,477,68,111,19,1,1,45,8,4,73,79,0,0,12,6,9,1,N,Lou Whitaker
13243,whitalo01,1981,1,DET,AL,109,335,48,88,14,4,5,36,5,3,40,42,3,1,3,3,5,1,N,Lou Whitaker
13506,whitalo01,1982,1,DET,AL,152,560,76,160,22,8,15,65,11,3,48,58,4,1,6,4,8,1,N,Lou Whitaker
13754,whitalo01,1983,1,DET,AL,161,643,94,206,40,6,12,72,17,10,67,70,8,0,2,8,9,1,N,Lou Whitaker
13999,whitalo01,1984,1,DET,AL,143,558,90,161,25,1,13,56,6,5,62,63,5,0,4,5,9,1,N,Lou Whitaker
14236,whitalo01,1985,1,DET,AL,152,609,102,170,29,8,21,73,6,4,80,56,9,2,5,5,3,1,N,Lou Whitaker
14477,whitalo01,1986,1,DET,AL,144,584,95,157,26,6,20,73,13,8,63,70,5,0,0,4,20,1,N,Lou Whitaker
14720,whitalo01,1987,1,DET,AL,149,604,110,160,38,6,16,59,13,5,71,108,2,1,4,4,5,1,N,Lou Whitaker
14957,whitalo01,1988,1,DET,AL,115,403,54,111,18,2,12,55,2,0,66,61,5,0,6,2,8,1,N,Lou Whitaker
15194,whitalo01,1989,1,DET,AL,148,509,77,128,21,1,28,85,6,3,89,59,6,3,1,9,7,1,N,Lou Whitaker
15420,whitalo01,1990,1,DET,AL,132,472,75,112,22,2,18,60,8,2,74,71,7,0,1,5,10,1,N,Lou Whitaker
15645,whitalo01,1991,1,DET,AL,138,470,94,131,26,2,23,78,4,2,90,45,6,2,2,8,3,1,N,Lou Whitaker
15877,whitalo01,1992,1,DET,AL,130,453,77,126,26,0,19,71,6,4,81,46,5,1,5,4,9,1,N,Lou Whitaker
16122,whitalo01,1993,1,DET,AL,119,383,72,111,32,1,9,67,3,3,78,46,4,4,7,4,5,1,N,Lou Whitaker
16351,whitalo01,1994,1,DET,AL,92,322,67,97,21,2,12,43,2,0,41,47,4,1,3,5,8,1,N,Lou Whitaker
16590,whitalo01,1995,1,DET,AL,84,249,36,73,14,0,14,44,4,0,31,41,4,2,0,3,6,1,N,Lou Whitaker
3110,bluelu01,1921,1,DET,AL,153,585,103,180,33,11,5,75,13,17,103,47,,5,16,,,1,N,Lu Blue
3224,bluelu01,1922,1,DET,AL,145,584,131,175,31,9,6,45,8,5,82,48,,7,8,,,1,N,Lu Blue
3345,bluelu01,1923,1,DET,AL,129,504,100,143,27,7,1,46,10,11,96,40,,4,10,,,1,N,Lu Blue
3476,bluelu01,1924,1,DET,AL,108,395,81,123,26,7,2,53,9,4,64,26,,4,13,,,1,N,Lu Blue
3611,bluelu01,1925,1,DET,AL,150,532,91,163,18,9,3,94,19,5,83,29,,3,34,,,1,N,Lu Blue
3756,bluelu01,1926,1,DET,AL,128,429,92,123,24,14,1,52,13,7,90,18,,2,17,,,1,N,Lu Blue
3893,bluelu01,1927,1,DET,AL,112,365,71,95,17,9,1,42,13,7,71,28,,2,16,,,1,N,Lu Blue
4030,bluelu01,1928,1,SLA,AL,154,549,116,154,32,11,14,80,12,7,105,43,,4,20,,,1,N,Lu Blue
4174,bluelu01,1929,1,SLA,AL,151,573,111,168,40,10,6,61,12,6,126,32,,2,11,,,1,N,Lu Blue
4310,bluelu01,1930,1,SLA,AL,117,425,85,100,27,5,4,42,12,7,81,44,,4,14,,,1,N,Lu Blue
4456,bluelu01,1931,1,CHA,AL,155,589,119,179,23,15,1,62,13,3,127,60,,3,6,,,1,N,Lu Blue
4596,bluelu01,1932,1,CHA,AL,112,373,51,93,21,2,0,43,17,6,64,21,,3,3,,,1,N,Lu Blue
4739,bluelu01,1933,1,BRO,NL,1,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,1,N,Lu Blue
7418,aparilu01,1956,1,CHA,AL,152,533,69,142,19,6,3,56,21,4,34,63,2,1,14,1,9,6,Y,Luis Aparicio
7543,aparilu01,1957,1,CHA,AL,143,575,82,148,22,6,3,41,28,8,52,55,1,0,9,4,7,6,Y,Luis Aparicio
7668,aparilu01,1958,1,CHA,AL,145,557,76,148,20,9,2,40,29,6,35,38,2,1,8,3,8,6,Y,Luis Aparicio
7792,aparilu01,1959,1,CHA,AL,152,612,98,157,18,5,6,51,56,13,53,40,1,3,11,7,11,6,Y,Luis Aparicio
7920,aparilu01,1960,1,CHA,AL,153,600,86,166,20,7,2,61,51,8,43,39,3,1,20,6,12,6,Y,Luis Aparicio
8045,aparilu01,1961,1,CHA,AL,156,625,90,170,24,4,6,45,53,13,38,33,0,1,4,4,12,6,Y,Luis Aparicio
8176,aparilu01,1962,1,CHA,AL,153,581,72,140,23,5,7,40,31,12,32,36,1,1,4,4,11,6,Y,Luis Aparicio
8313,aparilu01,1963,1,BAL,AL,146,601,73,150,18,8,5,45,40,6,36,35,2,2,6,6,10,6,Y,Luis Aparicio
8478,aparilu01,1964,1,BAL,AL,146,578,93,154,20,3,10,37,57,17,49,51,0,3,7,5,13,6,Y,Luis Aparicio
8674,aparilu01,1965,1,BAL,AL,144,564,67,127,20,10,8,40,26,7,46,56,0,3,14,2,11,6,Y,Luis Aparicio
8887,aparilu01,1966,1,BAL,AL,151,659,97,182,25,8,6,41,25,11,33,42,2,1,12,2,10,6,Y,Luis Aparicio
9104,aparilu01,1967,1,BAL,AL,134,546,55,127,22,5,4,31,18,5,29,44,2,1,6,5,8,6,Y,Luis Aparicio
9331,aparilu01,1968,1,CHA,AL,157,622,55,164,24,4,4,36,17,11,33,43,3,2,5,2,10,6,Y,Luis Aparicio
9567,aparilu01,1969,1,CHA,AL,156,599,77,168,24,5,5,51,24,4,66,29,1,2,10,4,14,6,Y,Luis Aparicio
9832,aparilu01,1970,1,CHA,AL,146,552,86,173,29,3,5,43,8,3,53,34,1,1,5,5,11,6,Y,Luis Aparicio
10112,aparilu01,1971,1,BOS,AL,125,491,56,114,23,0,4,45,6,4,35,43,0,2,9,4,7,6,Y,Luis Aparicio
10404,aparilu01,1972,1,BOS,AL,110,436,47,112,26,3,3,39,3,3,26,28,0,2,5,5,8,6,Y,Luis Aparicio
10711,aparilu01,1973,1,BOS,AL,132,499,56,135,17,1,0,49,13,1,43,33,1,0,12,7,12,6,Y,Luis Aparicio
16640,castilu01,1996,1,FLO,NL,41,164,26,43,2,1,1,8,17,4,14,46,0,0,2,0,0,1,N,Luis Castillo
16867,castilu01,1997,1,FLO,NL,75,263,27,63,8,0,0,8,16,10,27,53,0,0,1,0,6,1,N,Luis Castillo
17093,castilu01,1998,1,FLO,NL,44,153,21,31,3,2,1,10,3,0,22,33,0,1,1,0,1,1,N,Luis Castillo
17315,castilu01,1999,1,FLO,NL,128,487,76,147,23,4,0,28,50,17,67,85,0,0,6,3,3,1,N,Luis Castillo
17500,castilu01,2000,1,FLO,NL,136,539,101,180,17,3,2,17,62,22,78,86,0,0,9,0,11,1,N,Luis Castillo
17677,castilu01,2001,1,FLO,NL,134,537,76,141,16,10,2,45,33,16,67,90,0,1,4,3,6,1,N,Luis Castillo
17838,castilu01,2002,1,FLO,NL,146,606,86,185,18,5,2,39,48,15,55,76,4,2,4,1,7,1,N,Luis Castillo
17993,castilu01,2003,1,FLO,NL,152,595,99,187,19,6,6,39,21,19,63,60,0,2,15,1,7,1,N,Luis Castillo
18136,castilu01,2004,1,FLO,NL,150,564,91,164,12,7,2,47,21,4,75,68,2,1,5,4,15,1,N,Luis Castillo
18259,castilu01,2005,1,FLO,NL,122,439,72,132,12,4,4,30,10,7,65,32,1,1,18,1,11,1,N,Luis Castillo
18362,castilu01,2006,1,MIN,AL,142,584,84,173,22,6,3,49,25,11,56,58,0,1,9,2,14,1,N,Luis Castillo
18457,castilu01,2007,1,MIN,AL,85,349,54,106,11,3,0,18,9,4,29,28,0,0,5,1,3,1,N,Luis Castillo
18458,castilu01,2007,2,NYN,NL,50,199,37,59,8,2,1,20,10,2,24,17,0,0,7,1,2,1,N,Luis Castillo
18533,castilu01,2008,1,NYN,NL,87,298,46,73,7,1,3,28,17,2,50,35,2,2,7,2,13,1,N,Luis Castillo
18588,castilu01,2009,1,NYN,NL,142,486,77,147,12,3,1,40,20,6,69,58,3,1,19,5,15,1,N,Luis Castillo
18619,castilu01,2010,1,NYN,NL,86,247,28,58,4,2,0,17,8,3,39,25,1,0,11,2,6,1,N,Luis Castillo
15282,gonzalu01,1990,1,HOU,NL,12,21,1,4,2,0,0,0,0,0,2,5,1,0,0,0,0,1,N,Luis Gonzalez
15510,gonzalu01,1991,1,HOU,NL,137,473,51,120,28,9,13,69,10,7,40,101,4,8,1,4,9,1,N,Luis Gonzalez
15735,gonzalu01,1992,1,HOU,NL,122,387,40,94,19,3,10,55,7,7,24,52,3,2,1,2,6,1,N,Luis Gonzalez
15971,gonzalu01,1993,1,HOU,NL,154,540,82,162,34,3,15,72,20,9,47,83,7,10,3,10,9,1,N,Luis Gonzalez
16211,gonzalu01,1994,1,HOU,NL,112,392,57,107,29,4,8,67,15,13,49,57,6,3,0,6,10,1,N,Luis Gonzalez
16448,gonzalu01,1995,1,HOU,NL,56,209,35,54,10,4,6,35,1,3,18,30,3,3,1,3,8,1,N,Luis Gonzalez
16449,gonzalu01,1995,2,CHN,NL,77,262,34,76,19,4,7,34,5,5,39,33,5,3,0,3,8,1,N,Luis Gonzalez
16683,gonzalu01,1996,1,CHN,NL,146,483,70,131,30,4,15,79,9,6,61,49,8,4,1,6,13,1,N,Luis Gonzalez
16911,gonzalu01,1997,1,HOU,NL,152,550,78,142,31,2,10,68,10,7,71,67,7,5,0,5,12,1,N,Luis Gonzalez
17135,gonzalu01,1998,1,DET,AL,154,547,84,146,35,5,23,71,12,7,57,62,7,8,0,8,9,1,N,Luis Gonzalez
17349,gonzalu01,1999,1,ARI,NL,153,614,112,206,45,4,26,111,9,5,66,63,6,7,1,5,13,1,N,Luis Gonzalez
17534,gonzalu01,2000,1,ARI,NL,162,618,106,192,47,2,31,114,2,4,78,85,6,12,2,12,12,1,N,Luis Gonzalez
17712,gonzalu01,2001,1,ARI,NL,162,609,128,198,36,7,57,142,1,1,100,83,24,14,0,5,14,1,N,Luis Gonzalez
17868,gonzalu01,2002,1,ARI,NL,148,524,90,151,19,3,28,103,9,2,97,76,8,5,0,7,12,1,N,Luis Gonzalez
18020,gonzalu01,2003,1,ARI,NL,156,579,92,176,46,4,26,104,5,3,94,67,17,3,0,3,19,1,N,Luis Gonzalez
18161,gonzalu01,2004,1,ARI,NL,105,379,69,98,28,5,17,48,2,2,68,58,11,2,0,2,9,1,N,Luis Gonzalez
18281,gonzalu01,2005,1,ARI,NL,155,579,90,157,37,0,24,79,4,1,78,90,12,11,0,4,14,1,N,Luis Gonzalez
18385,gonzalu01,2006,1,ARI,NL,153,586,93,159,52,2,15,73,0,1,69,58,10,7,0,6,14,1,N,Luis Gonzalez
18481,gonzalu01,2007,1,LAN,NL,139,464,70,129,23,2,15,68,6,2,56,56,4,4,0,2,11,1,N,Luis Gonzalez
18551,gonzalu01,2008,1,FLO,NL,136,341,30,89,26,1,8,47,1,2,41,43,1,0,0,5,10,1,N,Luis Gonzalez
8651,tiantlu01,1964,1,CLE,AL,19,45,3,5,0,0,1,3,0,0,0,13,0,0,3,0,3,15,N,Luis Tiant
8864,tiantlu01,1965,1,CLE,AL,41,68,2,6,0,0,1,3,0,0,3,30,0,0,4,0,1,15,N,Luis Tiant
9081,tiantlu01,1966,1,CLE,AL,46,36,0,4,0,0,0,3,0,0,1,12,0,0,8,0,0,15,N,Luis Tiant
9306,tiantlu01,1967,1,CLE,AL,33,71,9,18,3,0,1,10,0,1,2,23,0,0,3,1,1,15,N,Luis Tiant
9539,tiantlu01,1968,1,CLE,AL,34,87,4,7,1,0,0,3,0,0,0,14,0,0,11,0,1,15,N,Luis Tiant
9804,tiantlu01,1969,1,CLE,AL,38,81,8,19,2,1,2,9,0,0,3,22,0,1,4,1,2,15,N,Luis Tiant
10083,tiantlu01,1970,1,MIN,AL,18,32,7,13,4,0,0,4,1,0,1,6,0,0,3,0,0,15,N,Luis Tiant
