,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,years,inducted,name
10373,tiantlu01,1971,1,BOS,AL,21,19,0,3,1,0,0,1,0,0,0,4,0,0,0,0,1,15,N,Luis Tiant
10675,tiantlu01,1972,1,BOS,AL,43,56,3,6,1,0,0,4,0,0,2,18,0,0,3,0,1,15,N,Luis Tiant
11009,tiantlu01,1973,1,BOS,AL,35,,,,,,,,,,,,,,,,,15,N,Luis Tiant
11328,tiantlu01,1974,1,BOS,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,N,Luis Tiant
11614,tiantlu01,1975,1,BOS,AL,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,N,Luis Tiant
11894,tiantlu01,1976,1,BOS,AL,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,N,Luis Tiant
12182,tiantlu01,1977,1,BOS,AL,32,,,,,,,,,,,,,,,,,15,N,Luis Tiant
12449,tiantlu01,1978,1,BOS,AL,32,,,,,,,,,,,,,,,,,15,N,Luis Tiant
12716,tiantlu01,1979,1,NYA,AL,30,,,,,,,,,,,,,,,,,15,N,Luis Tiant
12970,tiantlu01,1980,1,NYA,AL,25,,,,,,,,,,,,,,,,,15,N,Luis Tiant
13227,tiantlu01,1981,1,PIT,NL,9,16,0,3,2,0,0,4,0,0,1,3,0,0,2,0,0,15,N,Luis Tiant
13489,tiantlu01,1982,1,CAL,AL,6,,,,,,,,,,,,,,,,,15,N,Luis Tiant
4298,applilu01,1930,1,CHA,AL,6,26,2,8,2,0,0,2,2,0,0,0,,0,0,,,8,Y,Luke Appling
4446,applilu01,1931,1,CHA,AL,96,297,36,69,13,4,1,28,9,2,29,27,,1,3,,,8,Y,Luke Appling
4585,applilu01,1932,1,CHA,AL,139,489,66,134,20,10,3,63,9,8,40,36,,0,3,,,8,Y,Luke Appling
4730,applilu01,1933,1,CHA,AL,151,612,90,197,36,10,6,85,6,11,56,29,,0,2,,,8,Y,Luke Appling
4877,applilu01,1934,1,CHA,AL,118,452,75,137,28,6,2,61,3,1,59,27,,0,5,,,8,Y,Luke Appling
5027,applilu01,1935,1,CHA,AL,153,525,94,161,28,6,1,71,12,6,122,40,,0,7,,,8,Y,Luke Appling
5158,applilu01,1936,1,CHA,AL,138,526,111,204,31,7,6,128,10,6,85,25,,1,6,,,8,Y,Luke Appling
5284,applilu01,1937,1,CHA,AL,154,574,98,182,42,8,4,77,18,10,86,28,,1,4,,,8,Y,Luke Appling
5408,applilu01,1938,1,CHA,AL,81,294,41,89,14,0,0,44,1,3,42,17,,1,1,,,8,Y,Luke Appling
5528,applilu01,1939,1,CHA,AL,148,516,82,162,16,6,0,56,16,9,105,37,,0,9,,11,8,Y,Luke Appling
5653,applilu01,1940,1,CHA,AL,150,566,96,197,27,13,0,79,3,5,69,35,,1,3,,11,8,Y,Luke Appling
5777,applilu01,1941,1,CHA,AL,154,592,93,186,26,8,1,57,12,8,82,32,,1,2,,10,8,Y,Luke Appling
5905,applilu01,1942,1,CHA,AL,142,543,78,142,26,4,3,53,17,5,63,23,,3,4,,7,8,Y,Luke Appling
6019,applilu01,1943,1,CHA,AL,155,585,63,192,33,2,3,80,27,8,90,29,,1,1,,13,8,Y,Luke Appling
6175,applilu01,1945,1,CHA,AL,18,57,12,21,2,2,1,10,1,0,12,7,,0,1,,0,8,Y,Luke Appling
6260,applilu01,1946,1,CHA,AL,149,582,59,180,27,5,1,55,6,4,71,41,,0,6,,15,8,Y,Luke Appling
6376,applilu01,1947,1,CHA,AL,139,503,67,154,29,0,8,49,8,6,64,28,,1,4,,15,8,Y,Luke Appling
6497,applilu01,1948,1,CHA,AL,139,497,63,156,16,2,0,47,10,4,94,35,,0,3,,17,8,Y,Luke Appling
6604,applilu01,1949,1,CHA,AL,142,492,82,148,21,5,5,58,7,12,121,24,,0,6,,23,8,Y,Luke Appling
6721,applilu01,1950,1,CHA,AL,50,128,11,30,3,4,0,13,2,0,12,8,,0,4,,7,8,Y,Luke Appling
3192,sewellu01,1921,1,CLE,AL,3,6,0,0,0,0,0,1,0,0,0,3,,0,1,,,4,N,Luke Sewell
3311,sewellu01,1922,1,CLE,AL,41,87,14,23,5,0,0,10,1,1,5,8,,1,2,,,4,N,Luke Sewell
3438,sewellu01,1923,1,CLE,AL,10,10,2,2,0,1,0,1,0,0,1,0,,0,0,,,4,N,Luke Sewell
3569,sewellu01,1924,1,CLE,AL,63,165,27,48,9,1,0,17,1,0,22,13,,4,3,,,4,N,Luke Sewell
3713,sewellu01,1925,1,CLE,AL,74,220,30,51,10,2,0,18,6,2,33,18,,2,7,,,4,N,Luke Sewell
3853,sewellu01,1926,1,CLE,AL,126,433,41,103,16,4,0,46,9,3,36,27,,4,26,,,4,N,Luke Sewell
3991,sewellu01,1927,1,CLE,AL,128,470,52,138,27,6,0,53,4,8,20,23,,4,18,,,4,N,Luke Sewell
4133,sewellu01,1928,1,CLE,AL,122,411,52,111,16,9,3,52,3,4,26,27,,3,17,,,4,N,Luke Sewell
4271,sewellu01,1929,1,CLE,AL,124,406,41,96,16,3,1,39,6,6,29,26,,0,22,,,4,N,Luke Sewell
4416,sewellu01,1930,1,CLE,AL,76,292,40,75,21,2,1,43,5,2,14,9,,1,8,,,4,N,Luke Sewell
4558,sewellu01,1931,1,CLE,AL,108,375,45,103,30,4,1,53,1,1,36,17,,2,9,,,4,N,Luke Sewell
4700,sewellu01,1932,1,CLE,AL,87,300,36,76,20,2,2,52,4,5,38,24,,0,5,,,4,N,Luke Sewell
4844,sewellu01,1933,1,WS1,AL,141,474,65,125,30,4,2,61,7,2,48,24,,3,11,,,4,N,Luke Sewell
4995,sewellu01,1934,1,WS1,AL,72,207,21,49,7,3,2,21,0,1,22,10,,1,1,,,4,N,Luke Sewell
5133,sewellu01,1935,1,CHA,AL,118,421,52,120,19,3,2,67,3,2,32,18,,0,5,,,4,N,Luke Sewell
5259,sewellu01,1936,1,CHA,AL,128,451,59,113,20,5,5,73,11,2,54,16,,1,3,,,4,N,Luke Sewell
5383,sewellu01,1937,1,CHA,AL,122,412,51,111,21,6,1,61,4,5,46,18,,0,1,,,4,N,Luke Sewell
5503,sewellu01,1938,1,CHA,AL,65,211,23,45,4,1,0,27,0,0,20,20,,1,4,,,4,N,Luke Sewell
5621,sewellu01,1939,1,CLE,AL,16,20,1,3,1,0,0,1,0,0,3,1,,0,2,,0,4,N,Luke Sewell
5988,sewellu01,1942,1,SLA,AL,6,12,1,1,0,0,0,0,0,0,1,5,,0,0,,1,4,N,Luke Sewell
10577,mcgloly01,1972,1,BOS,AL,22,53,6,10,3,0,0,4,0,0,1,14,0,0,3,1,1,1,N,Lynn McGlothen
10898,mcgloly01,1973,1,BOS,AL,6,,,,,,,,,,,,,,,,,1,N,Lynn McGlothen
11222,mcgloly01,1974,1,SLN,NL,31,83,3,15,1,0,0,4,0,0,2,19,0,0,3,0,1,1,N,Lynn McGlothen
11521,mcgloly01,1975,1,SLN,NL,35,80,3,7,0,0,0,0,0,0,0,25,0,0,10,0,0,1,N,Lynn McGlothen
11805,mcgloly01,1976,1,SLN,NL,33,71,3,15,3,0,0,11,0,0,1,15,0,0,7,2,0,1,N,Lynn McGlothen
12092,mcgloly01,1977,1,SFN,NL,21,19,1,2,1,0,0,2,0,0,1,8,0,0,1,0,0,1,N,Lynn McGlothen
12369,mcgloly01,1978,1,SFN,NL,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Lynn McGlothen
12370,mcgloly01,1978,2,CHN,NL,49,13,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,1,N,Lynn McGlothen
12625,mcgloly01,1979,1,CHN,NL,42,71,6,16,3,0,0,3,0,0,1,10,0,0,4,0,5,1,N,Lynn McGlothen
12886,mcgloly01,1980,1,CHN,NL,41,51,6,10,4,0,0,1,0,0,4,8,0,0,8,0,1,1,N,Lynn McGlothen
13134,mcgloly01,1981,1,CHN,NL,20,12,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,N,Lynn McGlothen
13135,mcgloly01,1981,2,CHA,AL,11,,,,,,,,,,,,,,,,,1,N,Lynn McGlothen
13397,mcgloly01,1982,1,NYA,AL,4,,,,,,,,,,,,,,,,,1,N,Lynn McGlothen
8257,motama01,1962,1,SFN,NL,47,74,9,13,1,0,0,9,3,2,7,8,0,1,1,1,3,2,N,Manny Mota
8414,motama01,1963,1,PIT,NL,59,126,20,34,2,3,0,7,0,2,7,18,0,1,0,0,3,2,N,Manny Mota
8593,motama01,1964,1,PIT,NL,115,271,43,75,8,3,5,32,4,1,10,31,0,3,11,1,5,2,N,Manny Mota
8808,motama01,1965,1,PIT,NL,121,294,47,82,7,6,4,29,2,2,22,32,0,2,5,3,6,2,N,Manny Mota
9023,motama01,1966,1,PIT,NL,116,322,54,107,16,7,5,46,7,7,25,28,1,4,4,4,7,2,N,Manny Mota
9245,motama01,1967,1,PIT,NL,120,349,53,112,14,8,4,56,3,2,14,46,2,2,5,8,8,2,N,Manny Mota
9480,motama01,1968,1,PIT,NL,111,331,35,93,10,2,1,33,4,2,20,19,4,1,10,4,7,2,N,Manny Mota
9728,motama01,1969,1,MON,NL,31,89,6,28,1,1,0,0,1,3,6,11,0,0,2,0,3,2,N,Manny Mota
9729,motama01,1969,2,LAN,NL,85,294,35,95,6,4,3,30,5,4,26,25,1,1,12,3,6,2,N,Manny Mota
10010,motama01,1970,1,LAN,NL,124,417,63,127,12,6,3,37,11,6,47,37,4,3,12,2,13,2,N,Manny Mota
10298,motama01,1971,1,LAN,NL,91,269,24,84,13,5,0,34,4,3,20,20,5,1,9,1,9,2,N,Manny Mota
10597,motama01,1972,1,LAN,NL,118,371,57,120,16,5,5,48,4,4,27,15,6,5,5,2,10,2,N,Manny Mota
10921,motama01,1973,1,LAN,NL,89,293,33,92,11,2,0,23,1,3,25,12,9,1,6,2,11,2,N,Manny Mota
11241,motama01,1974,1,LAN,NL,66,57,5,16,2,0,0,16,0,0,5,4,4,1,5,4,0,2,N,Manny Mota
11537,motama01,1975,1,LAN,NL,52,49,3,13,1,0,0,10,0,0,5,1,0,2,3,0,3,2,N,Manny Mota
11822,motama01,1976,1,LAN,NL,50,52,1,15,3,0,0,13,0,0,7,5,3,0,0,1,1,2,N,Manny Mota
12110,motama01,1977,1,LAN,NL,49,38,5,15,1,0,1,4,1,1,10,0,3,0,2,0,1,2,N,Manny Mota
12384,motama01,1978,1,LAN,NL,37,33,2,10,1,0,0,6,0,0,3,4,1,0,1,0,0,2,N,Manny Mota
12640,motama01,1979,1,LAN,NL,47,42,1,15,0,0,0,3,0,0,3,4,0,0,2,0,2,2,N,Manny Mota
12901,motama01,1980,1,LAN,NL,7,7,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,2,N,Manny Mota
13414,motama01,1982,1,LAN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N,Manny Mota
9283,sanguma01,1967,1,PIT,NL,30,96,6,26,4,0,0,8,0,1,4,12,3,0,2,0,2,1,N,Manny Sanguillen
9779,sanguma01,1969,1,PIT,NL,129,459,62,139,21,6,5,57,8,4,12,48,4,3,5,2,13,1,N,Manny Sanguillen
10058,sanguma01,1970,1,PIT,NL,128,486,63,158,19,9,7,61,2,3,17,45,9,0,1,6,15,1,N,Manny Sanguillen
10345,sanguma01,1971,1,PIT,NL,138,533,60,170,26,5,7,81,6,4,19,32,13,3,1,1,21,1,N,Manny Sanguillen
10645,sanguma01,1972,1,PIT,NL,136,520,55,155,18,8,7,71,1,2,21,38,11,0,0,6,10,1,N,Manny Sanguillen
10974,sanguma01,1973,1,PIT,NL,149,589,64,166,26,7,12,65,2,5,17,29,8,3,2,8,17,1,N,Manny Sanguillen
11292,sanguma01,1974,1,PIT,NL,151,596,77,171,21,4,7,68,2,2,21,27,9,5,3,7,18,1,N,Manny Sanguillen
11584,sanguma01,1975,1,PIT,NL,133,481,60,158,24,4,9,58,5,4,48,31,15,3,2,3,12,1,N,Manny Sanguillen
11863,sanguma01,1976,1,PIT,NL,114,389,52,113,16,6,2,36,2,4,28,18,14,2,3,4,14,1,N,Manny Sanguillen
12152,sanguma01,1977,1,OAK,AL,152,571,42,157,17,5,6,58,2,5,22,35,4,2,2,4,13,1,N,Manny Sanguillen
12418,sanguma01,1978,1,PIT,NL,85,220,15,58,5,1,3,16,2,2,9,10,2,2,2,2,5,1,N,Manny Sanguillen
12681,sanguma01,1979,1,PIT,NL,56,74,8,17,5,2,0,4,0,0,2,5,2,0,3,1,3,1,N,Manny Sanguillen
12939,sanguma01,1980,1,PIT,NL,47,48,2,12,3,0,0,2,3,2,3,1,2,0,2,0,1,1,N,Manny Sanguillen
11016,trillma01,1973,1,OAK,AL,17,12,0,3,2,0,0,3,0,0,0,4,0,0,0,0,1,1,N,Manny Trillo
11335,trillma01,1974,1,OAK,AL,21,33,3,5,0,0,0,2,0,0,2,8,0,1,1,0,0,1,N,Manny Trillo
11621,trillma01,1975,1,CHN,NL,154,545,55,135,12,2,7,70,1,7,45,78,3,3,15,5,10,1,N,Manny Trillo
11901,trillma01,1976,1,CHN,NL,158,582,42,139,24,3,4,59,17,6,53,70,4,3,7,4,17,1,N,Manny Trillo
12190,trillma01,1977,1,CHN,NL,152,504,51,141,18,5,7,57,3,5,44,58,6,5,4,8,17,1,N,Manny Trillo
12453,trillma01,1978,1,CHN,NL,152,552,53,144,17,5,4,55,0,7,50,67,3,2,3,8,10,1,N,Manny Trillo
12722,trillma01,1979,1,PHI,NL,118,431,40,112,22,1,6,42,4,7,20,59,3,4,8,4,13,1,N,Manny Trillo
12974,trillma01,1980,1,PHI,NL,141,531,68,155,25,9,7,43,8,3,32,46,8,3,4,3,16,1,N,Manny Trillo
13231,trillma01,1981,1,PHI,NL,94,349,37,100,14,3,6,36,10,4,26,37,3,3,5,4,6,1,N,Manny Trillo
13493,trillma01,1982,1,PHI,NL,149,549,52,149,24,1,0,39,8,10,33,53,3,3,9,1,14,1,N,Manny Trillo
13741,trillma01,1983,1,CLE,AL,88,320,33,87,13,1,1,29,1,3,21,46,2,0,4,2,13,1,N,Manny Trillo
13742,trillma01,1983,2,MON,NL,31,121,16,32,8,0,2,16,0,0,10,18,0,2,3,0,2,1,N,Manny Trillo
13989,trillma01,1984,1,SFN,NL,98,401,45,102,21,1,4,36,0,0,25,55,0,3,4,4,8,1,N,Manny Trillo
14225,trillma01,1985,1,SFN,NL,125,451,36,101,16,2,3,25,2,0,40,44,0,1,11,2,6,1,N,Manny Trillo
14467,trillma01,1986,1,CHN,NL,81,152,22,45,10,0,1,19,0,2,16,21,0,0,2,2,2,1,N,Manny Trillo
14710,trillma01,1987,1,CHN,NL,108,214,27,63,8,0,8,26,0,3,25,37,0,0,4,1,6,1,N,Manny Trillo
14946,trillma01,1988,1,CHN,NL,76,164,15,41,5,0,1,14,2,0,8,32,0,0,4,1,2,1,N,Manny Trillo
15179,trillma01,1989,1,CIN,NL,17,39,3,8,0,0,0,0,0,0,2,9,0,1,0,0,0,1,N,Manny Trillo
12163,sotoma01,1977,1,CIN,NL,12,13,0,1,0,0,0,1,0,0,1,3,0,1,1,1,0,1,N,Mario Soto
12428,sotoma01,1978,1,CIN,NL,5,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,N,Mario Soto
12694,sotoma01,1979,1,CIN,NL,25,7,2,4,0,0,0,1,0,0,0,2,0,0,0,0,0,1,N,Mario Soto
12950,sotoma01,1980,1,CIN,NL,54,46,3,2,0,0,0,0,0,0,0,16,0,0,8,0,0,1,N,Mario Soto
13204,sotoma01,1981,1,CIN,NL,25,59,4,4,0,0,0,0,0,0,1,24,0,0,6,0,0,1,N,Mario Soto
13467,sotoma01,1982,1,CIN,NL,37,84,5,14,4,0,0,5,0,0,4,25,0,1,11,0,0,1,N,Mario Soto
13716,sotoma01,1983,1,CIN,NL,35,88,6,11,3,0,0,2,0,0,1,26,0,0,11,0,0,1,N,Mario Soto
13961,sotoma01,1984,1,CIN,NL,33,87,5,18,5,0,1,9,0,0,0,28,0,0,4,1,0,1,N,Mario Soto
14201,sotoma01,1985,1,CIN,NL,37,83,3,11,0,1,0,4,0,0,1,24,0,0,6,0,1,1,N,Mario Soto
14445,sotoma01,1986,1,CIN,NL,20,27,2,3,1,0,0,1,0,0,0,6,0,0,6,0,0,1,N,Mario Soto
14690,sotoma01,1987,1,CIN,NL,6,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,N,Mario Soto
14925,sotoma01,1988,1,CIN,NL,14,22,1,1,0,0,0,1,0,0,3,7,0,0,4,0,1,1,N,Mario Soto
8682,belanma01,1965,1,BAL,AL,11,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,N,Mark Belanger
8895,belanma01,1966,1,BAL,AL,8,19,2,3,1,0,0,0,0,0,0,3,0,0,1,0,0,1,N,Mark Belanger
9113,belanma01,1967,1,BAL,AL,69,184,19,32,5,0,1,10,6,1,12,46,1,0,9,0,3,1,N,Mark Belanger
9341,belanma01,1968,1,BAL,AL,145,472,40,98,13,0,2,21,10,1,40,114,2,4,9,6,9,1,N,Mark Belanger
9577,belanma01,1969,1,BAL,AL,150,530,76,152,17,4,2,50,14,6,53,54,5,2,4,5,13,1,N,Mark Belanger
9845,belanma01,1970,1,BAL,AL,145,459,53,100,6,5,1,36,13,2,52,65,3,5,9,2,4,1,N,Mark Belanger
10124,belanma01,1971,1,BAL,AL,150,500,67,133,19,4,0,35,10,8,73,48,6,7,6,4,9,1,N,Mark Belanger
10416,belanma01,1972,1,BAL,AL,113,285,36,53,9,1,2,16,6,3,18,53,1,2,4,4,3,1,N,Mark Belanger
10722,belanma01,1973,1,BAL,AL,154,470,60,106,15,1,0,27,13,6,49,54,1,5,15,5,9,1,N,Mark Belanger
11048,belanma01,1974,1,BAL,AL,155,493,54,111,14,4,5,36,17,7,51,69,0,2,20,4,4,1,N,Mark Belanger
11365,belanma01,1975,1,BAL,AL,152,442,44,100,11,1,3,27,16,4,36,53,0,1,23,0,2,1,N,Mark Belanger
11651,belanma01,1976,1,BAL,AL,153,522,66,141,22,2,1,40,27,17,51,64,0,2,11,3,6,1,N,Mark Belanger
11934,belanma01,1977,1,BAL,AL,144,402,39,83,13,4,2,30,15,8,43,68,1,3,8,2,7,1,N,Mark Belanger
12222,belanma01,1978,1,BAL,AL,135,348,39,74,13,0,0,16,6,6,40,55,1,6,7,7,4,1,N,Mark Belanger
12483,belanma01,1979,1,BAL,AL,101,198,28,33,6,2,0,9,5,1,29,33,0,1,11,3,3,1,N,Mark Belanger
12752,belanma01,1980,1,BAL,AL,113,268,37,61,7,3,0,22,6,3,12,25,0,0,11,0,1,1,N,Mark Belanger
13005,belanma01,1981,1,BAL,AL,64,139,9,23,3,2,1,10,2,1,12,25,0,2,5,0,4,1,N,Mark Belanger
13264,belanma01,1982,1,LAN,NL,54,50,6,12,1,0,0,4,1,0,5,10,1,0,2,0,2,1,N,Mark Belanger
12792,davisma01,1980,1,PHI,NL,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Mark Davis
13041,davisma01,1981,1,PHI,NL,9,11,2,1,0,0,0,1,0,0,2,2,0,0,1,0,0,1,N,Mark Davis
13565,davisma01,1983,1,SFN,NL,20,30,3,4,1,0,0,1,0,0,3,8,0,0,9,0,0,1,N,Mark Davis
13809,davisma01,1984,1,SFN,NL,46,46,4,6,0,2,0,4,0,0,2,16,0,0,6,0,0,1,N,Mark Davis
14057,davisma01,1985,1,SFN,NL,77,12,0,3,0,1,0,0,0,1,0,5,0,0,4,0,0,1,N,Mark Davis
14298,davisma01,1986,1,SFN,NL,67,8,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,N,Mark Davis
14537,davisma01,1987,1,SFN,NL,21,23,3,5,1,1,0,1,0,0,0,5,0,0,2,0,0,1,N,Mark Davis
14538,davisma01,1987,2,SDN,NL,43,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Mark Davis
14783,davisma01,1988,1,SDN,NL,62,10,2,2,0,0,1,2,1,0,1,4,0,0,1,0,0,1,N,Mark Davis
15017,davisma01,1989,1,SDN,NL,70,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,N,Mark Davis
15254,davisma01,1990,1,KCA,AL,53,,,,,,,,,,,,,,,,,1,N,Mark Davis
15482,davisma01,1991,1,KCA,AL,29,,,,,,,,,,,,,,,,,1,N,Mark Davis
15707,davisma01,1992,1,KCA,AL,13,,,,,,,,,,,,,,,,,1,N,Mark Davis
15708,davisma01,1992,2,ATL,NL,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Mark Davis
15940,davisma01,1993,1,PHI,NL,25,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Mark Davis
15941,davisma01,1993,2,SDN,NL,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,N,Mark Davis
16186,davisma01,1994,1,SDN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N,Mark Davis
16883,davisma01,1997,1,ML4,AL,19,,,,,,,,,,,,,,,,,1,N,Mark Davis
14813,gracema01,1988,1,CHN,NL,134,486,65,144,23,4,7,57,3,3,60,43,5,0,0,4,12,1,N,Mark Grace
15049,gracema01,1989,1,CHN,NL,142,510,74,160,28,3,13,79,14,7,80,42,13,0,3,3,13,1,N,Mark Grace
15285,gracema01,1990,1,CHN,NL,157,589,72,182,32,1,9,82,15,6,59,54,5,5,1,8,10,1,N,Mark Grace
15514,gracema01,1991,1,CHN,NL,160,619,87,169,28,5,8,58,3,4,70,53,7,3,4,7,6,1,N,Mark Grace
15739,gracema01,1992,1,CHN,NL,158,603,72,185,37,5,9,79,6,1,72,36,8,4,2,8,14,1,N,Mark Grace
15975,gracema01,1993,1,CHN,NL,155,594,86,193,39,4,14,98,8,4,71,32,14,1,1,9,25,1,N,Mark Grace
16215,gracema01,1994,1,CHN,NL,106,403,55,120,23,3,6,44,0,1,48,41,5,0,0,3,10,1,N,Mark Grace
16451,gracema01,1995,1,CHN,NL,143,552,97,180,51,3,16,92,6,2,65,46,9,2,1,7,10,1,N,Mark Grace
16686,gracema01,1996,1,CHN,NL,142,547,88,181,39,1,9,75,2,3,62,41,8,1,0,6,18,1,N,Mark Grace
16914,gracema01,1997,1,CHN,NL,151,555,87,177,32,5,13,78,2,4,88,45,3,2,1,8,18,1,N,Mark Grace
17138,gracema01,1998,1,CHN,NL,158,595,92,184,39,3,17,89,4,7,93,56,9,3,0,7,17,1,N,Mark Grace
17352,gracema01,1999,1,CHN,NL,161,593,107,183,44,5,16,91,3,4,83,44,4,2,0,10,13,1,N,Mark Grace
17538,gracema01,2000,1,CHN,NL,143,510,75,143,41,1,11,82,1,2,95,28,11,6,2,8,7,1,N,Mark Grace
17714,gracema01,2001,1,ARI,NL,145,476,66,142,31,2,15,78,1,0,67,36,6,4,1,5,7,1,N,Mark Grace
17871,gracema01,2002,1,ARI,NL,124,298,43,75,19,0,7,48,2,0,46,30,6,1,0,3,5,1,N,Mark Grace
18022,gracema01,2003,1,ARI,NL,66,135,13,27,5,0,3,16,0,0,16,15,2,0,1,3,6,1,N,Mark Grace
16456,grudzma01,1995,1,MON,NL,78,269,27,66,12,2,1,20,8,3,14,47,4,7,3,0,7,1,N,Mark Grudzielanek
16691,grudzma01,1996,1,MON,NL,153,657,99,201,34,4,6,49,33,7,26,83,3,9,1,3,10,1,N,Mark Grudzielanek
16918,grudzma01,1997,1,MON,NL,156,649,76,177,54,3,4,51,25,9,23,76,0,10,3,3,13,1,N,Mark Grudzielanek
17142,grudzma01,1998,1,MON,NL,105,396,51,109,15,1,8,41,11,5,21,50,1,9,5,4,11,1,N,Mark Grudzielanek
17143,grudzma01,1998,2,LAN,NL,51,193,11,51,6,0,2,21,7,0,5,23,1,2,3,3,7,1,N,Mark Grudzielanek
17356,grudzma01,1999,1,LAN,NL,123,488,72,159,23,5,7,46,6,6,31,65,1,10,2,3,13,1,N,Mark Grudzielanek
17542,grudzma01,2000,1,LAN,NL,148,617,101,172,35,6,7,49,12,3,45,81,0,9,2,3,16,1,N,Mark Grudzielanek
17718,grudzma01,2001,1,LAN,NL,133,539,83,146,21,3,13,55,4,4,28,83,0,11,3,5,9,1,N,Mark Grudzielanek
17875,grudzma01,2002,1,LAN,NL,150,536,56,145,23,0,9,50,4,1,22,89,4,3,1,4,17,1,N,Mark Grudzielanek
18026,grudzma01,2003,1,CHN,NL,121,481,73,151,38,1,3,38,6,2,30,64,0,11,7,2,12,1,N,Mark Grudzielanek
18166,grudzma01,2004,1,CHN,NL,81,257,32,79,12,1,6,23,1,1,15,32,0,1,4,1,7,1,N,Mark Grudzielanek
18286,grudzma01,2005,1,SLN,NL,137,528,64,155,30,3,8,59,8,6,26,81,3,7,0,2,14,1,N,Mark Grudzielanek
18390,grudzma01,2006,1,KCA,AL,134,548,85,163,32,4,7,52,3,2,28,69,4,2,3,5,12,1,N,Mark Grudzielanek
18485,grudzma01,2007,1,KCA,AL,116,453,70,137,32,3,6,51,1,2,23,60,2,8,0,2,14,1,N,Mark Grudzielanek
18555,grudzma01,2008,1,KCA,AL,86,331,36,99,24,0,3,24,2,1,19,41,1,5,3,2,8,1,N,Mark Grudzielanek
18626,grudzma01,2010,1,CLE,AL,30,110,10,30,0,0,0,11,2,0,8,10,0,1,0,0,4,1,N,Mark Grudzielanek
13879,langsma01,1984,1,SEA,AL,35,,,,,,,,,,,,,,,,,1,N,Mark Langston
14129,langsma01,1985,1,SEA,AL,24,,,,,,,,,,,,,,,,,1,N,Mark Langston
14367,langsma01,1986,1,SEA,AL,37,,,,,,,,,,,,,,,,,1,N,Mark Langston
14608,langsma01,1987,1,SEA,AL,35,,,,,,,,,,,,,,,,,1,N,Mark Langston
14851,langsma01,1988,1,SEA,AL,35,,,,,,,,,,,,,,,,,1,N,Mark Langston
15089,langsma01,1989,1,SEA,AL,10,,,,,,,,,,,,,,,,,1,N,Mark Langston
15090,langsma01,1989,2,MON,NL,24,64,4,11,2,0,0,3,0,0,0,26,0,0,1,1,0,1,N,Mark Langston
15318,langsma01,1990,1,CAL,AL,33,,,,,,,,,,,,,,,,,1,N,Mark Langston
15549,langsma01,1991,1,CAL,AL,34,,,,,,,,,,,,,,,,,1,N,Mark Langston
15777,langsma01,1992,1,CAL,AL,33,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,N,Mark Langston
16018,langsma01,1993,1,CAL,AL,35,,,,,,,,,,,,,,,,,1,N,Mark Langston
16256,langsma01,1994,1,CAL,AL,18,,,,,,,,,,,,,,,,,1,N,Mark Langston
16491,langsma01,1995,1,CAL,AL,31,,,,,,,,,,,,,,,,,1,N,Mark Langston
16724,langsma01,1996,1,CAL,AL,18,,,,,,,,,,,,,,,,,1,N,Mark Langston
16951,langsma01,1997,1,ANA,AL,9,,,,,,,,,,,,,,,,,1,N,Mark Langston
17177,langsma01,1998,1,SDN,NL,23,24,0,2,1,0,0,2,0,0,2,9,0,0,4,0,0,1,N,Mark Langston
17384,langsma01,1999,1,CLE,AL,25,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N,Mark Langston
14387,mcgwima01,1986,1,OAK,AL,18,53,10,10,1,0,3,9,0,1,4,18,0,1,0,0,0,10,N,Mark McGwire
14629,mcgwima01,1987,1,OAK,AL,151,557,97,161,28,4,49,118,1,1,71,131,8,5,0,8,6,10,N,Mark McGwire
14869,mcgwima01,1988,1,OAK,AL,155,550,87,143,22,1,32,99,0,0,76,117,4,4,1,4,15,10,N,Mark McGwire
